Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64,TotalExpt
O00469,"Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens GN=PLOD2",PLOD2,61,135,758,87.043,6.71,56,0.996323677,0.976367664,0.87377068,0.710268551,0.480681488,0.291104481,0.177905471,0.109356456,0.085167251,0.065019688,8
Q6PL24,Protein TMED8 OS=Homo sapiens GN=TMED8 PE=1 SV=1,TMED8,24,54,325,35.718,4.74,22,0.996323677,0.956912606,0.878546629,0.75425128,0.472440344,0.333551082,0.216165474,0.165358699,0.12965897,0.121017443,8
Q7Z7F0,UPF0469 protein KIAA0907 OS=Homo sapiens GN=KIAA0907 PE=1 SV=1,KIAA0907,38,94,614,64.805,8.73,36,0.996323677,0.98742379,1.00884967,0.94367876,0.784821557,0.418779138,0.22487082,0.150598934,0.117387998,0.095926756,8
Q53FT3,Protein Hikeshi OS=Homo sapiens GN=C11orf73 PE=1 SV=2,C11orf73,24,98,197,21.614,5.45,36,0.996323677,1.015730579,0.995387066,0.97167695,0.900838198,0.768209741,0.503244297,0.18391303,0.111065466,0.076758113,8
Q9BUK6,Protein misato homolog 1 OS=Homo sapiens GN=MSTO1 PE=1 SV=1,MSTO1,30,73,570,61.796,6.11,30,0.996323677,1.017268151,0.898562197,0.826123248,0.614096322,0.366161722,0.216934189,0.147853682,0.117784824,0.103234471,8
Q96S19,UPF0585 protein C16orf13 OS=Homo sapiens GN=C16orf13 PE=1 SV=2,C16orf13,19,39,204,22.564,7.83,17,0.996323677,1.013619797,0.974006581,0.853699246,0.486323563,0.251467904,0.15975777,0.116616376,0.096736985,0.071725757,6
P42766,60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2,RPL35,17,86,123,14.543,11.05,38,0.996323677,1.036861203,1.015604241,1.030782837,0.971543443,1.017926537,0.99473036,0.603316141,0.147131931,0.094889147,8
Q8N0S2,Synaptonemal complex central element protein 1 OS=Homo sapiens GN=SYCE1 PE=2 SV=2,SYCE1,34,74,351,39.674,6.27,27,0.996323677,1.012459936,1.000635896,0.936289795,0.773240923,0.607928435,0.412974503,0.271379894,0.18536111,0.155895499,8
Q96T37,Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15 PE=1 SV=2,RBM15,26,68,977,107.124,10.08,27,0.996323677,0.932676231,0.768963176,0.635093274,0.46184852,0.310275856,0.190867781,0.138369208,0.10273787,0.120455581,8
Q8NCF5,NFATC2-interacting protein OS=Homo sapiens GN=NFATC2IP PE=1 SV=1,NFATC2IP,18,35,419,45.789,6.6,17,0.996323677,0.956360618,0.897808373,0.782475653,0.667970502,0.531788483,0.46440469,0.370657039,0.338763086,0.270611113,7
O43752,Syntaxin-6 OS=Homo sapiens GN=STX6 PE=1 SV=1,STX6,21,54,255,29.158,4.93,17,0.996323677,1.041509676,0.98238754,0.945570335,0.855264601,0.76595692,0.639499194,0.507036481,0.355821604,0.306036926,7
P47895,Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens GN=ALDH1A3 PE=1 SV=2,ALDH1A3,20,80,512,56.073,7.25,14,0.996323677,1.042724703,1.048947961,1.001476243,1.008971822,0.917624509,0.848010713,0.731049546,0.564580673,0.316046701,5
H0YKD8,60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=2 SV=1,RPL28,35,129,170,19.06,11.46,56,0.996323677,1.040068579,1.04202117,0.969634036,1.01864223,1.002741406,1.097901869,0.589706468,0.133955423,0.084504377,8
O95620,tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like OS=Homo sapiens GN=DUS4L PE=2 SV=2,DUS4L,24,55,317,35.793,7.33,26,0.996323677,0.985557924,1.031605445,1.016106788,0.999659161,0.900295679,0.689802219,0.430354615,0.201835724,0.10457537,7
G3V2U7,Acylphosphatase OS=Homo sapiens GN=ACYP1 PE=3 SV=1,ACYP1,21,86,129,14.116,9.7,36,0.996323677,0.980697321,1.007461068,0.967106167,0.865952979,0.67873289,0.388824104,0.182854486,0.102862553,0.081681652,6
Q9UQL6,Isoform 3 of Histone deacetylase 5 OS=Homo sapiens GN=HDAC5,HDAC5,26,56,1123,121.973,6.24,16,0.996323677,1.00499933,0.872299851,0.817625349,0.71075951,0.53737718,0.394362181,0.231867126,0.198224878,0.147928115,8
Q9H074,Isoform 2 of Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens GN=PAIP1,PAIP1,67,371,400,45.602,4.55,86,0.996323677,1.002916041,1.007696118,0.947854993,0.866695292,0.741678995,0.345013035,0.156211132,0.091405269,0.08005617,8
P55160,Nck-associated protein 1-like OS=Homo sapiens GN=NCKAP1L PE=1 SV=3,NCKAP1L,31,69,1127,128.071,6.86,31,0.996323677,0.993070045,0.962402429,0.832791069,0.370574239,0.236085751,0.151034292,0.108146303,0.076828138,0.067294194,8
Q96QZ7,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 OS=Homo sapiens GN=MAGI1 PE=1 SV=3",MAGI1,31,59,1491,164.481,7.58,27,0.996323677,0.995403155,0.990895643,0.938226123,0.827786763,0.63305785,0.422607178,0.255483067,0.169538817,0.141351035,7
Q9P0U4,Isoform 2 of CpG-binding protein OS=Homo sapiens GN=CXXC1,CXXC1,51,117,660,76.178,8.24,49,0.996323677,0.920616603,0.644934376,0.443712149,0.331920719,0.235142136,0.151211282,0.115508006,0.085652023,0.083461851,8
Q7Z309,Isoform 3 of Protein FAM122B OS=Homo sapiens GN=FAM122B,FAM122B,21,67,266,29.081,8.16,28,0.996323677,0.995717482,0.978316945,0.886407434,0.846897247,0.749501658,0.621459891,0.527059601,0.416322014,0.400042033,8
Q5TEU4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 OS=Homo sapiens GN=NDUFAF5 PE=1 SV=1,NDUFAF5,3,6,345,38.894,6.57,3,0.996323677,0.982749279,0.882950748,0.786560265,0.42663066,0.234973171,0.145514793,0.077240771,0.049158015,0.039209159,2
P04150,Glucocorticoid receptor OS=Homo sapiens GN=NR3C1 PE=1 SV=1,NR3C1,46,114,777,85.605,6.38,50,0.996323677,0.888238294,0.751392599,0.66770714,0.646258635,0.58241636,0.50917414,0.44809661,0.400007761,0.313746683,8
P31689,DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2,DNAJA1,51,220,397,44.839,7.08,98,0.996323677,0.943476924,0.888024987,0.746121459,0.638655333,0.371400186,0.186127742,0.109563336,0.079871358,0.063317678,8
Q9Y530,O-acetyl-ADP-ribose deacetylase 1 OS=Homo sapiens GN=OARD1 PE=1 SV=2,OARD1,33,86,152,17.014,8.31,33,0.996323677,0.952117378,0.65708619,0.398003009,0.265076467,0.185682805,0.124093337,0.082121453,0.061898985,0.047355344,8
Q6PJG6,BRCA1-associated ATM activator 1 OS=Homo sapiens GN=BRAT1 PE=1 SV=2,BRAT1,47,113,821,88.063,5.27,47,0.996323677,0.847145255,0.641964768,0.528613111,0.377625913,0.222370203,0.153142264,0.096477636,0.071318636,0.058796581,7
Q9HAP2,MLX-interacting protein OS=Homo sapiens GN=MLXIP PE=1 SV=2,MLXIP,19,42,919,101.121,8.35,15,0.996323677,0.941935297,0.874188163,0.754754802,0.577860901,0.342499123,0.208215037,0.158568555,0.104230446,0.104725859,7
P68431,Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2,HIST1H3A,19,163,136,15.394,11.12,36,0.996323677,0.994080476,0.952973761,0.85070803,0.573943646,0.308621395,0.170603518,0.111475866,0.077787521,0.059408826,8
Q8N5I9,Uncharacterized protein C12orf45 OS=Homo sapiens GN=C12orf45 PE=1 SV=2,C12orf45,46,106,185,20.111,5.22,45,0.996323677,1.004814737,0.972288361,0.947003424,0.889470377,0.816764825,0.686533354,0.607812302,0.538500856,0.479381681,8
Q9H0E2,Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1,TOLLIP,24,52,274,30.262,5.97,19,0.996323677,0.963174727,0.975893382,0.882896722,0.724522505,0.461238313,0.235706097,0.153878751,0.116197709,0.086006901,8
Q96B26,Exosome complex component RRP43 OS=Homo sapiens GN=EXOSC8 PE=1 SV=1,EXOSC8,36,101,276,30.02,5.3,47,0.996323677,1.022728424,1.027915101,1.082982827,1.112862918,1.034068321,0.731113978,0.327289712,0.107412363,0.069067253,8
P10398,Serine/threonine-protein kinase A-Raf OS=Homo sapiens GN=ARAF PE=1 SV=2,ARAF,34,81,606,67.542,9.01,23,0.996323677,0.809287998,0.505085337,0.335003442,0.262518696,0.161643821,0.103720823,0.07461821,0.059768636,0.057429284,7
Q6PFW1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Homo sapiens GN=PPIP5K1 PE=1 SV=1,PPIP5K1,29,68,1433,159.42,5.4,11,0.996323677,0.979203028,0.853504865,0.636101166,0.408592367,0.289996193,0.195909536,0.117820643,0.087139882,0.082144442,5
Q9NP61,ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens GN=ARFGAP3 PE=1 SV=1,ARFGAP3,36,84,516,56.893,7.36,34,0.996323677,0.971949733,1.003049484,0.924435408,0.830974548,0.614403298,0.457207277,0.341967861,0.294198908,0.258456622,8
P54198,Protein HIRA OS=Homo sapiens GN=HIRA PE=1 SV=2,HIRA,33,68,1017,111.764,8.07,29,0.996323677,0.838291265,0.655902404,0.528447455,0.388866882,0.241927694,0.15278211,0.10591384,0.07864278,0.066208107,8
Q9H1K0,Rabenosyn-5 OS=Homo sapiens GN=ZFYVE20 PE=1 SV=2,ZFYVE20,11,23,784,88.815,5.5,11,0.996323677,1.007161945,0.967055015,0.80367196,0.616140233,0.54395903,0.404320064,0.33726203,0.275558335,0.246274062,5
O00541,Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1,PES1,45,102,588,67.96,7.33,39,0.996323677,0.915409802,0.684991795,0.379578252,0.256181583,0.178171312,0.113008006,0.07556196,0.055544289,0.048983928,8
Q96K21,Zinc finger FYVE domain-containing protein 19 OS=Homo sapiens GN=ZFYVE19 PE=1 SV=3,ZFYVE19,59,191,471,51.514,5.73,39,0.996323677,0.985882465,0.997537907,0.947919881,0.89013617,0.784781796,0.644236054,0.531013054,0.461674764,0.403646512,8
Q9BVL2,Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1,NUPL1,29,88,599,60.86,9.33,38,0.996323677,1.022227272,0.984485521,0.917578268,0.728938308,0.490248474,0.308584734,0.170675746,0.11815737,0.082658431,8
Q969T4,Ubiquitin-conjugating enzyme E2 E3 OS=Homo sapiens GN=UBE2E3 PE=1 SV=1,UBE2E3,39,119,207,22.898,7.18,31,0.996323677,0.94016126,1.002389327,0.926138877,0.713427612,0.310840677,0.154101468,0.087659621,0.075077214,0.071418524,8
Q9NZJ9,Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Homo sapiens GN=NUDT4 PE=1 SV=2,NUDT4,17,66,180,20.293,6.35,27,0.996323677,1.020835735,0.926333354,0.793095023,0.465225682,0.256839373,0.148637364,0.098768644,0.057961789,0.046508704,7
P78362,Isoform 2 of SRSF protein kinase 2 OS=Homo sapiens GN=SRPK2,SRPK2,46,102,699,78.979,5.22,26,0.996323677,1.070972254,0.96911542,0.973753651,0.887269238,0.724573286,0.381867943,0.127860153,0.089776081,0.075353782,8
H7C2Q8,"EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens GN=EBNA1BP2 PE=4 SV=1",EBNA1BP2,29,66,361,40.659,9.98,28,0.996323677,1.081853326,1.02409964,0.997322031,0.828573993,0.510780218,0.249540384,0.161825139,0.116252475,0.09084807,7
Q68E01,Integrator complex subunit 3 OS=Homo sapiens GN=INTS3 PE=1 SV=1,INTS3,19,41,1043,117.994,5.8,18,0.996323677,0.90207191,0.741755928,0.623651962,0.483313237,0.339017893,0.198203318,0.103355609,0.066539029,0.046185078,7
Q9NZJ6,"Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial OS=Homo sapiens GN=COQ3 PE=1 SV=3",COQ3,22,45,369,41.028,7.42,20,0.996323677,1.06687092,0.918260335,0.783183837,0.578260174,0.36527368,0.177688597,0.098186599,0.074969585,0.063674869,8
Q2TBE0,CWF19-like protein 2 OS=Homo sapiens GN=CWF19L2 PE=1 SV=4,CWF19L2,32,61,894,103.722,8.65,26,0.996323677,0.972774737,0.869513304,0.715001434,0.594867123,0.45703365,0.329950113,0.259896971,0.203882222,0.195429469,8
Q15007,Pre-mRNA-splicing regulator WTAP OS=Homo sapiens GN=WTAP PE=1 SV=2,WTAP,30,67,396,44.217,5.19,31,0.996323677,1.010392735,0.890122933,0.763261299,0.428195699,0.23600613,0.147132781,0.098815489,0.076906789,0.066688917,8
Q8TDN6,Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2,BRIX1,24,58,353,41.375,9.92,21,0.996323677,1.029991838,1.009427234,0.937525791,0.759050783,0.440436538,0.252859401,0.160401352,0.123481465,0.090626684,7
Q8N108,Isoform 2 of Mesoderm induction early response protein 1 OS=Homo sapiens GN=MIER1,MIER1,52,118,565,63.387,4.46,43,0.996323677,1.003847359,0.984766816,0.888709274,0.620109355,0.399268776,0.247030461,0.142690543,0.102590874,0.091659046,8
Q96A00,Protein phosphatase 1 regulatory subunit 14A OS=Homo sapiens GN=PPP1R14A PE=1 SV=1,PPP1R14A,17,91,147,16.683,9.38,42,0.996323677,0.99351594,1.037508788,0.998857567,0.927309576,0.85233161,0.657344597,0.491184754,0.340595255,0.289648747,8
Q96RU3,Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=2,FNBP1,30,69,617,71.262,5.72,26,0.996323677,0.985971322,0.906888761,0.723734718,0.435472261,0.322568284,0.218300959,0.157388653,0.123902381,0.105019076,8
Q9NXF7,DDB1- and CUL4-associated factor 16 OS=Homo sapiens GN=DCAF16 PE=1 SV=1,DCAF16,25,74,216,24.178,6.04,34,0.996323677,0.986051724,0.971391297,0.871863953,0.674037942,0.392610091,0.208566502,0.122839094,0.085278406,0.0624615,8
P09234,U1 small nuclear ribonucleoprotein C OS=Homo sapiens GN=SNRPC PE=1 SV=1,SNRPC,20,61,159,17.381,9.67,26,0.996323677,1.031584696,0.963295927,0.947465624,0.921307746,0.827264059,0.674370626,0.501036646,0.369932229,0.266822664,8
Q02750,Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens GN=MAP2K1 PE=1 SV=2,MAP2K1,44,174,393,43.411,6.62,42,0.996323677,1.00914943,1.0007917,0.933338782,0.741032757,0.333740581,0.120917947,0.070618166,0.048319113,0.035838979,8
A0FGR8,Isoform 6 of Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2,ESYT2,22,40,942,104.643,9.33,18,0.996323677,0.998835538,0.814711598,0.733958433,0.555516177,0.33781568,0.203178102,0.149662996,0.102153649,0.078138758,7
Q9BW19,Kinesin-like protein KIFC1 OS=Homo sapiens GN=KIFC1 PE=1 SV=2,KIFC1,43,90,673,73.702,8.98,38,0.996323677,0.716047908,0.359406328,0.298603738,0.235843886,0.171777397,0.130454281,0.098107485,0.076516242,0.070928783,8
Q8NFG4,Folliculin OS=Homo sapiens GN=FLCN PE=1 SV=1,FLCN,30,59,579,64.432,6.23,27,0.996323677,0.981617075,0.852761627,0.748491342,0.527292995,0.33222946,0.187109129,0.124890549,0.084535474,0.079440911,8
Q5VIR6,Isoform 4 of Vacuolar protein sorting-associated protein 53 homolog OS=Homo sapiens GN=VPS53,VPS53,28,54,832,94.345,6.7,20,0.996323677,1.026096019,0.894539649,0.757759872,0.390439567,0.257477096,0.169025992,0.128037078,0.099680257,0.083927187,7
Q9BYD6,"39S ribosomal protein L1, mitochondrial OS=Homo sapiens GN=MRPL1 PE=1 SV=2",MRPL1,28,68,325,36.885,8.78,29,0.996323677,0.985818768,0.780102186,0.643029465,0.406371212,0.175791865,0.100995155,0.062641044,0.048804467,0.035761673,8
Q96L92,Sorting nexin-27 OS=Homo sapiens GN=SNX27 PE=1 SV=2,SNX27,25,63,541,61.226,6.49,24,0.996323677,0.949296851,0.683819355,0.437852233,0.359343856,0.248897507,0.175481058,0.135617304,0.124241377,0.09790864,7
Q969Q5,Ras-related protein Rab-24 OS=Homo sapiens GN=RAB24 PE=1 SV=1,RAB24,23,45,203,23.109,6.23,19,0.996323677,1.017014478,0.955405123,0.897312672,0.801574394,0.612851528,0.366290953,0.148666138,0.089542072,0.071411026,7
Q9C0F1,Centrosomal protein of 44 kDa OS=Homo sapiens GN=CEP44 PE=1 SV=2,CEP44,22,50,390,44.111,5.21,22,0.996323677,0.912044453,0.72789789,0.548340185,0.458727987,0.321007507,0.262028334,0.193381045,0.154927867,0.13693386,8
Q9UIV1,CCR4-NOT transcription complex subunit 7 OS=Homo sapiens GN=CNOT7 PE=1 SV=3,CNOT7,15,32,285,32.724,4.84,14,0.996323677,0.945621,0.858216608,0.676433627,0.438849473,0.281286193,0.165119655,0.110694254,0.073974236,0.057957103,8
P40425,Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens GN=PBX2 PE=1 SV=2,PBX2,25,56,430,45.853,7.56,25,0.996323677,0.970096588,0.906398144,0.785818774,0.562361742,0.29815821,0.163134374,0.111972898,0.086074356,0.073249366,8
P31749,RAC-alpha serine/threonine-protein kinase OS=Homo sapiens GN=AKT1 PE=1 SV=2,AKT1,65,170,480,55.651,6.07,47,0.996323677,0.990099303,0.952717059,0.828415396,0.600578473,0.297571492,0.152141837,0.093198522,0.070316873,0.057306073,8
Q9H6F5,Coiled-coil domain-containing protein 86 OS=Homo sapiens GN=CCDC86 PE=1 SV=1,CCDC86,79,213,360,40.211,10.33,83,0.996323677,1.039708316,1.039579518,1.023098529,1.011759543,0.938826406,0.841113983,0.658664832,0.495196846,0.305316364,8
O75348,V-type proton ATPase subunit G 1 OS=Homo sapiens GN=ATP6V1G1 PE=1 SV=3,ATP6V1G1,26,98,118,13.749,8.79,36,0.996323677,0.969056279,0.988969997,0.910161487,0.785647992,0.644831315,0.449685506,0.147964161,0.104760078,0.091665806,8
Q9Y385,Ubiquitin-conjugating enzyme E2 J1 OS=Homo sapiens GN=UBE2J1 PE=1 SV=2,UBE2J1,17,41,318,35.177,6.74,17,0.996323677,1.059584492,0.991541975,0.966106858,0.900258205,0.711227629,0.309335151,0.108282066,0.06081806,0.046340716,8
Q6STE5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 OS=Homo sapiens GN=SMARCD3 PE=1 SV=1,SMARCD3,12,30,483,54.981,9.35,6,0.996323677,1.053812827,0.767356159,0.606718796,0.351733969,0.28917176,0.153659713,0.096283393,0.082027764,0.067245596,4
P22670,MHC class II regulatory factor RFX1 OS=Homo sapiens GN=RFX1 PE=1 SV=2,RFX1,20,38,979,104.693,6.29,15,0.996323677,0.984976622,0.958274422,0.946644242,0.869864662,0.709321982,0.466171045,0.279406688,0.212940981,0.150568356,8
Q96A73,Putative monooxygenase p33MONOX OS=Homo sapiens GN=KIAA1191 PE=1 SV=1,KIAA1191,28,64,305,33.226,9.39,27,0.996323677,0.966597097,0.969128093,0.912095841,0.853602442,0.691722475,0.561862569,0.430967949,0.384991614,0.341258663,7
O15015,Isoform 2 of Zinc finger protein 646 OS=Homo sapiens GN=ZNF646,ZNF646,21,45,1832,200.699,7.21,18,0.996323677,0.932393301,1.014908743,0.941511664,0.869931604,0.828918291,0.564275149,0.35368905,0.276530902,0.204957568,6
Q15773,Myeloid leukemia factor 2 OS=Homo sapiens GN=MLF2 PE=1 SV=1,MLF2,20,50,248,28.129,6.9,20,0.996323677,1.139281032,0.885228505,0.866476927,0.567231551,0.350220528,0.211879427,0.135486276,0.109562405,0.092645113,8
Q9UBD5,Isoform 2 of Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3,ORC3,29,65,712,82.272,7.61,27,0.996323677,0.689656528,0.457620778,0.308951577,0.208383217,0.163380216,0.099737368,0.068014684,0.050592156,0.044472327,8
P09132,Signal recognition particle 19 kDa protein OS=Homo sapiens GN=SRP19 PE=1 SV=3,SRP19,10,20,144,16.145,9.85,10,0.996323677,1.024382537,0.871940374,0.5790334,0.352307212,0.307345785,0.298696123,0.407937643,0.501184097,0.227988474,6
P50613,Cyclin-dependent kinase 7 OS=Homo sapiens GN=CDK7 PE=1 SV=1,CDK7,37,94,346,39.014,8.47,36,0.996323677,0.991013588,1.003623495,0.963307465,0.91414429,0.767905591,0.501770728,0.186225027,0.125648755,0.103054891,8
Q16836,"Isoform 2 of Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens GN=HADH",HADH,42,160,390,42.113,9.26,71,0.996323677,1.008307282,1.000521345,0.891981517,0.480242554,0.251401287,0.142858793,0.097168904,0.074615981,0.058624719,8
A2RTX5,"Probable threonine--tRNA ligase 2, cytoplasmic OS=Homo sapiens GN=TARSL2 PE=1 SV=1",TARSL2,32,87,802,92.586,6.05,21,0.996323677,1.009291626,0.852362878,0.661646232,0.478927547,0.32579194,0.215620613,0.130002386,0.096743368,0.081143039,8
Q9NVM4,Protein arginine N-methyltransferase 7 OS=Homo sapiens GN=PRMT7 PE=1 SV=1,PRMT7,40,100,692,78.409,5.57,43,0.996323677,1.003257122,0.982238231,0.820174986,0.557548685,0.370414481,0.237977694,0.15610551,0.110423504,0.081489968,8
Q8NG68,Tubulin--tyrosine ligase OS=Homo sapiens GN=TTL PE=1 SV=2,TTL,24,48,377,43.185,6.74,23,0.996323677,0.968931431,0.993758948,0.908272427,0.682334526,0.310966862,0.188955136,0.119601858,0.09075152,0.074982924,8
Q6PJ69,Tripartite motif-containing protein 65 OS=Homo sapiens GN=TRIM65 PE=1 SV=3,TRIM65,34,74,517,57.317,6.7,33,0.996323677,0.948965679,0.842088517,0.581331706,0.352365239,0.228826599,0.15038403,0.111303563,0.090714102,0.078155614,8
Q9H3R5,Centromere protein H OS=Homo sapiens GN=CENPH PE=1 SV=1,CENPH,30,75,247,28.463,5.29,30,0.996323677,0.978815179,0.818341775,0.637082341,0.382804136,0.24796623,0.136232025,0.085359455,0.070385074,0.055646495,8
Q9BV38,WD repeat-containing protein 18 OS=Homo sapiens GN=WDR18 PE=1 SV=2,WDR18,31,75,432,47.375,6.7,28,0.996323677,0.995967232,0.901179149,0.846755523,0.745762053,0.533651471,0.250769045,0.167984435,0.119461791,0.104340552,8
Q9Y3Y2,Isoform 2 of Chromatin target of PRMT1 protein OS=Homo sapiens GN=CHTOP,CHTOP,11,45,249,26.508,12.23,22,0.996323677,1.010277674,0.958424598,0.890454217,0.873188537,0.700223128,0.458132068,0.392246189,0.220382452,0.167232025,8
Q86VY4,Testis-specific Y-encoded-like protein 5 OS=Homo sapiens GN=TSPYL5 PE=1 SV=2,TSPYL5,41,95,417,45.116,9.54,36,0.996323677,0.926021913,0.666462798,0.419914753,0.262611578,0.164541971,0.109263258,0.081229066,0.068865703,0.068906932,8
Q8IUD2,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1,ERC1,42,81,1116,128.008,5.97,36,0.996323677,1.018531534,0.868687576,0.756569535,0.634240684,0.44678518,0.251319577,0.153146703,0.104086362,0.088096803,8
Q7L8W6,ATP-binding domain-containing protein 4 OS=Homo sapiens GN=ATPBD4 PE=1 SV=3,ATPBD4,16,32,267,30.287,5.4,16,0.996323677,0.975413152,0.934286439,0.860452943,0.540950848,0.305343207,0.16209469,0.106944007,0.088958768,0.076073064,5
P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3,GNB2,18,36,340,37.307,6,11,0.996323677,1.092655378,0.873748752,0.757151355,0.527405526,0.359091471,0.208688292,0.117701164,0.076876379,0.074665655,7
Q9H8Y5,Ankyrin repeat and zinc finger domain-containing protein 1 OS=Homo sapiens GN=ANKZF1 PE=1 SV=1,ANKZF1,54,110,726,80.877,8.41,49,0.996323677,0.933850506,0.675084127,0.454530653,0.304720671,0.218774155,0.137996454,0.094264131,0.078856734,0.060870686,8
Q9BSF0,Small membrane A-kinase anchor protein OS=Homo sapiens GN=C2orf88 PE=1 SV=2,C2orf88,9,22,95,10.963,4.87,9,0.996323677,0.9870742,0.945582717,0.890903487,0.645746449,0.442762829,0.316649238,0.244296494,0.241424831,0.252573436,6
Q5T5C0,Syntaxin-binding protein 5 OS=Homo sapiens GN=STXBP5 PE=1 SV=1,STXBP5,46,110,1151,127.492,7.28,41,0.996323677,0.988606354,0.965018261,0.913975681,0.762394005,0.414170362,0.180676301,0.104494579,0.076581885,0.064556886,8
P21127,Cyclin-dependent kinase 11B OS=Homo sapiens GN=CDK11B PE=1 SV=3,CDK11B,60,134,795,92.65,5.57,46,0.996323677,0.779815116,0.531325578,0.457680911,0.358948029,0.261152179,0.170205821,0.115169488,0.091388343,0.072210782,8
Q7Z478,ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2,DHX29,26,51,1369,155.139,8.09,19,0.996323677,1.008277985,0.952073577,0.775207379,0.383509717,0.191413116,0.112238105,0.073140224,0.057919082,0.054608091,8
P12036,Neurofilament heavy polypeptide OS=Homo sapiens GN=NEFH PE=1 SV=4,NEFH,6,41,1026,112.411,6.18,2,0.996323677,0.85501001,0.922903788,0.87745309,0.823284028,0.605152574,0.465181862,0.399901805,0.351911457,0.254620482,2
