Accession,Description,GeneName,Peptides.DMSO,PSMs.DMSO,AAs.DMSO,MW.kDA.DMSO,pI.DMSO,QuantifyingPSMs.DMSO,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q7Z478,ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2,DHX29,16,35,1369,155.139,8.09,16,0.993,0.950,0.951,0.832,0.574,0.337,0.183,0.123,0.092,0.056
Q7Z4H3,HD domain-containing protein 2 OS=Homo sapiens GN=HDDC2 PE=1 SV=1,HDDC2,6,36,204,23.376,5.49,17,0.993,0.980,0.938,0.803,0.591,0.459,0.279,0.236,0.150,0.076
Q7Z4H7,HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2,HAUS6,6,12,955,108.553,6.47,6,0.993,1.046,0.877,0.656,0.452,0.309,0.178,0.092,0.080,0.081
Q7Z4H8,KDEL motif-containing protein 2 OS=Homo sapiens GN=KDELC2 PE=1 SV=2,KDELC2,6,17,507,58.535,8.24,6,0.993,1.003,0.927,0.836,0.606,0.351,0.170,0.127,0.080,0.078
Q7Z4Q2,HEAT repeat-containing protein 3 OS=Homo sapiens GN=HEATR3 PE=1 SV=2,HEATR3,8,16,680,74.535,5.11,6,0.993,1.160,0.913,0.642,0.333,0.423,0.161,0.166,0.125,0.096
Q7Z4V5,Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens GN=HDGFRP2 PE=1 SV=1,HDGFRP2,7,34,671,74.272,7.49,7,0.993,0.984,0.893,0.767,0.676,0.441,0.398,0.317,0.243,0.197
Q7Z4W1,L-xylulose reductase OS=Homo sapiens GN=DCXR PE=1 SV=2,DCXR,19,108,244,25.897,8.1,34,0.993,0.939,0.978,0.920,0.862,0.661,0.677,0.536,0.359,0.119
Q7Z569,BRCA1-associated protein OS=Homo sapiens GN=BRAP PE=1 SV=2,BRAP,12,32,592,67.261,5.92,12,0.993,0.916,0.810,0.541,0.323,0.233,0.127,0.074,0.052,0.054
Q7Z5K2,Isoform 3 of Wings apart-like protein homolog OS=Homo sapiens GN=WAPAL,WAPAL,18,44,1275,142.436,6.06,19,0.993,0.954,0.799,0.494,0.375,0.250,0.193,0.143,0.101,0.075
Q7Z5L9,Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens GN=IRF2BP2 PE=1 SV=2,IRF2BP2,13,39,587,60.987,8.69,13,0.993,0.911,0.877,0.851,0.739,0.551,0.512,0.412,0.308,0.253
Q7Z5R6,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Homo sapiens GN=APBB1IP PE=1 SV=1,APBB1IP,1,1,666,73.137,5.59,1,0.993,1.075,0.789,0.713,0.748,0.658,0.603,0.705,0.624,0.421
Q7Z6B0,Coiled-coil domain-containing protein 91 OS=Homo sapiens GN=CCDC91 PE=1 SV=2,CCDC91,6,16,441,49.941,5.07,7,0.993,1.058,0.917,0.901,0.678,0.389,0.222,0.127,0.101,0.100
Q7Z6E9,E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens GN=RBBP6 PE=1 SV=1,RBBP6,9,19,1792,201.442,9.64,9,0.993,0.962,0.909,0.774,0.618,0.413,0.271,0.154,0.090,0.068
Q7Z6J8,E3 ubiquitin-protein ligase E3D OS=Homo sapiens GN=UBE3D PE=1 SV=2,UBE3D,2,4,389,43.628,8.13,2,0.993,0.996,0.874,0.817,0.628,0.448,0.274,0.217,0.174,0.124
Q7Z6K3,Protein prenyltransferase alpha subunit repeat-containing protein 1 OS=Homo sapiens GN=PTAR1 PE=2 SV=2,PTAR1,4,7,402,46.376,6.99,3,0.993,0.980,0.910,0.948,0.784,0.464,0.356,0.170,0.117,0.088
Q7Z6M1,Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1,RABEPK,19,44,372,40.539,6.25,18,0.993,0.972,0.943,0.902,0.825,0.625,0.550,0.380,0.266,0.158
Q7Z6M4,mTERF domain-containing protein 2 OS=Homo sapiens GN=MTERFD2 PE=1 SV=3,MTERFD2,2,4,381,43.93,4.82,2,0.993,0.818,0.924,0.705,0.520,0.232,0.130,0.167,0.129,0.098
Q7Z6V5,tRNA-specific adenosine deaminase 2 OS=Homo sapiens GN=ADAT2 PE=1 SV=1,ADAT2,2,8,191,21.032,6.74,2,0.993,0.993,0.946,0.866,0.631,0.476,0.290,0.217,0.145,0.096
Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,HUWE1,45,126,4374,481.589,5.22,51,0.993,0.983,0.936,0.801,0.575,0.313,0.145,0.096,0.079,0.067
Q7Z739,YTH domain family protein 3 OS=Homo sapiens GN=YTHDF3 PE=1 SV=1,YTHDF3,12,29,585,63.822,9.04,9,0.993,0.937,0.960,0.855,0.692,0.410,0.187,0.084,0.068,0.053
Q7Z7A3,Cytoplasmic tRNA 2-thiolation protein 1 OS=Homo sapiens GN=CTU1 PE=1 SV=1,CTU1,7,20,348,36.427,9.2,10,0.993,0.980,0.975,0.884,0.668,0.446,0.249,0.167,0.133,0.123
Q7Z7C8,Isoform 2 of Transcription initiation factor TFIID subunit 8 OS=Homo sapiens GN=TAF8,TAF8,3,8,311,34.414,6.25,4,0.993,0.903,0.897,0.736,0.638,0.409,0.177,0.081,0.050,0.032
Q7Z7E8,Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens GN=UBE2Q1 PE=1 SV=1,UBE2Q1,6,15,422,46.098,5.1,5,0.993,1.038,0.881,0.683,0.406,0.273,0.166,0.114,0.085,0.094
Q7Z7F0,UPF0469 protein KIAA0907 OS=Homo sapiens GN=KIAA0907 PE=1 SV=1,KIAA0907,4,9,614,64.805,8.73,3,0.993,0.964,0.952,0.796,0.450,0.216,0.168,0.096,0.085,0.088
Q7Z7F7,"Isoform 2 of 39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55",MRPL55,1,2,164,18.891,10.99,1,0.993,0.760,0.950,0.733,0.564,0.241,0.098,0.122,0.037,0.080
Q7Z7G8,Vacuolar protein sorting-associated protein 13B OS=Homo sapiens GN=VPS13B PE=1 SV=2,VPS13B,3,7,4022,448.378,6.46,3,0.993,1.047,0.888,0.835,0.759,0.616,0.428,0.238,0.164,0.154
Q7Z7H8,"Isoform 2 of 39S ribosomal protein L10, mitochondrial OS=Homo sapiens GN=MRPL10",MRPL10,4,8,271,30.288,9.25,3,0.993,0.919,0.955,0.785,0.473,0.285,0.153,0.107,0.066,0.049
Q7Z7L7,Protein zer-1 homolog OS=Homo sapiens GN=ZER1 PE=1 SV=1,ZER1,1,2,766,88.113,5.62,1,0.993,1.011,0.912,0.838,0.710,0.610,0.356,0.238,0.177,0.182
Q86SX6,"Glutaredoxin-related protein 5, mitochondrial OS=Homo sapiens GN=GLRX5 PE=1 SV=2",GLRX5,4,31,157,16.618,6.79,11,0.993,0.994,0.988,0.959,0.831,0.607,0.494,0.339,0.198,0.143
Q86SZ2,Trafficking protein particle complex subunit 6B OS=Homo sapiens GN=TRAPPC6B PE=1 SV=1,TRAPPC6B,4,20,158,17.971,8.68,5,0.993,1.020,0.949,0.915,0.892,0.577,0.505,0.234,0.076,0.099
Q86TA1,MOB kinase activator 3B OS=Homo sapiens GN=MOB3B PE=1 SV=2,MOB3B,4,16,216,25.447,8.43,8,0.993,0.961,0.935,0.694,0.270,0.133,0.041,0.021,0.017,0.030
Q86TB9,Protein PAT1 homolog 1 OS=Homo sapiens GN=PATL1 PE=1 SV=2,PATL1,5,19,770,86.796,6.67,4,0.993,0.962,0.931,0.796,0.548,0.483,0.324,0.171,0.203,0.119
Q86TI2,Dipeptidyl peptidase 9 OS=Homo sapiens GN=DPP9 PE=1 SV=3,DPP9,10,21,863,98.201,6.46,9,0.993,0.951,0.926,0.771,0.441,0.249,0.135,0.101,0.076,0.073
Q86TP1,Protein prune homolog OS=Homo sapiens GN=PRUNE PE=1 SV=2,PRUNE,3,5,453,50.168,5.5,3,0.993,0.994,0.926,0.750,0.334,0.212,0.066,0.079,0.036,0.039
Q86TU7,Histone-lysine N-methyltransferase setd3 OS=Homo sapiens GN=SETD3 PE=1 SV=1,SETD3,11,29,594,67.215,5.96,12,0.993,1.000,0.990,0.914,0.799,0.538,0.285,0.122,0.089,0.079
Q86U28,"Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Homo sapiens GN=ISCA2 PE=1 SV=2",ISCA2,3,6,154,16.466,5.25,1,0.993,1.005,0.930,0.953,0.719,0.481,0.366,0.348,0.340,0.212
Q86U44,N6-adenosine-methyltransferase 70 kDa subunit OS=Homo sapiens GN=METTL3 PE=1 SV=2,METTL3,11,27,580,64.433,6.42,11,0.993,1.008,0.940,0.893,0.725,0.503,0.234,0.180,0.157,0.115
Q86U70,LIM domain-binding protein 1 OS=Homo sapiens GN=LDB1 PE=1 SV=2,LDB1,4,16,411,46.502,6.96,6,0.993,0.937,0.903,0.894,0.865,0.621,0.592,0.453,0.269,0.215
Q86U90,"YrdC domain-containing protein, mitochondrial OS=Homo sapiens GN=YRDC PE=1 SV=1",YRDC,8,26,279,29.309,8.57,9,0.993,0.949,0.869,0.738,0.524,0.353,0.184,0.074,0.048,0.047
Q86UA1,Pre-mRNA-processing factor 39 OS=Homo sapiens GN=PRPF39 PE=1 SV=3,PRPF39,3,5,669,78.381,5.4,2,0.993,0.974,0.756,0.490,0.361,0.249,0.143,0.127,0.091,0.115
Q86UE4,Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2,MTDH,24,99,582,63.799,9.32,29,0.993,1.039,0.971,1.132,1.217,1.110,1.219,1.201,0.776,0.280
Q86UE8,Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens GN=TLK2 PE=1 SV=2,TLK2,14,52,772,87.606,8.41,12,0.993,0.958,0.905,0.886,0.698,0.443,0.243,0.168,0.111,0.117
Q86UK5,Limbin OS=Homo sapiens GN=EVC2 PE=1 SV=1,EVC2,1,2,1308,147.856,6.96,1,0.993,0.920,0.924,0.777,0.759,0.609,0.531,0.372,0.202,0.098
Q86UK7,Zinc finger protein 598 OS=Homo sapiens GN=ZNF598 PE=1 SV=1,ZNF598,13,29,904,98.575,8.4,8,0.993,1.112,0.883,0.616,0.344,0.244,0.098,0.093,0.065,0.058
Q86UP2,Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1,KTN1,37,87,1357,156.179,5.64,38,0.993,0.933,0.897,0.712,0.529,0.353,0.248,0.167,0.122,0.087
Q86UQ4,ATP-binding cassette sub-family A member 13 OS=Homo sapiens GN=ABCA13 PE=2 SV=3,ABCA13,4,6,5058,575.791,6.46,2,0.993,1.002,0.905,0.892,0.733,0.517,0.288,0.168,0.161,0.159
Q86UU0,B-cell CLL/lymphoma 9-like protein OS=Homo sapiens GN=BCL9L PE=1 SV=1,BCL9L,7,19,1499,157.027,8.63,9,0.993,0.891,1.002,1.024,0.905,0.733,0.717,0.583,0.435,0.315
Q86UU1,Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1,PHLDB1,5,9,1377,151.068,8.63,3,0.993,1.011,0.926,0.712,0.505,0.203,0.124,0.117,0.072,0.065
Q86UV5,Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens GN=USP48 PE=1 SV=1,USP48,22,53,1035,118.956,6.05,20,0.993,0.891,0.733,0.374,0.246,0.138,0.097,0.054,0.035,0.041
Q86UW9,Probable E3 ubiquitin-protein ligase DTX2 OS=Homo sapiens GN=DTX2 PE=1 SV=3,DTX2,1,2,622,67.203,8.47,1,0.993,0.894,0.483,0.246,0.198,0.076,0.020,0.017,0.031,0.050
Q86UX7,Fermitin family homolog 3 OS=Homo sapiens GN=FERMT3 PE=1 SV=1,FERMT3,25,67,667,75.905,6.98,28,0.993,1.001,0.939,0.779,0.475,0.270,0.123,0.086,0.077,0.048
Q86UY5,Protein FAM83A OS=Homo sapiens GN=FAM83A PE=1 SV=1,FAM83A,4,8,434,47.428,8.82,4,0.993,0.961,0.783,0.534,0.315,0.211,0.109,0.057,0.049,0.055
Q86UY8,5'-nucleotidase domain-containing protein 3 OS=Homo sapiens GN=NT5DC3 PE=2 SV=1,NT5DC3,2,4,548,63.379,8.31,2,0.993,1.073,0.987,0.921,0.769,0.562,0.348,0.151,0.088,0.073
Q86V48,Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 PE=1 SV=2,LUZP1,12,24,1076,120.202,8.5,11,0.993,0.956,0.852,0.731,0.572,0.377,0.272,0.156,0.115,0.101
Q86VI3,Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens GN=IQGAP3 PE=1 SV=2,IQGAP3,3,8,1631,184.584,7.65,1,0.993,0.878,0.653,0.515,0.360,0.373,0.190,0.119,0.107,0.058
Q86VN1,Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens GN=VPS36 PE=1 SV=1,VPS36,13,29,386,43.789,7.2,11,0.993,0.984,1.023,0.860,0.682,0.448,0.209,0.149,0.113,0.107
Q86VP6,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2,CAND1,54,330,1230,136.289,5.78,109,0.993,0.993,0.978,0.912,0.854,0.667,0.581,0.364,0.148,0.091
Q86VQ1,Glucocorticoid-induced transcript 1 protein OS=Homo sapiens GN=GLCCI1 PE=1 SV=1,GLCCI1,9,26,547,57.988,9.44,13,0.993,1.013,1.021,0.946,0.800,0.643,0.538,0.392,0.287,0.235
Q86VS8,Protein Hook homolog 3 OS=Homo sapiens GN=HOOK3 PE=1 SV=2,HOOK3,5,10,718,83.074,5.17,3,0.993,1.042,0.868,0.715,0.485,0.386,0.220,0.157,0.134,0.116
Q86VX2,COMM domain-containing protein 7 OS=Homo sapiens GN=COMMD7 PE=1 SV=2,COMMD7,1,2,200,22.526,5.92,1,0.993,1.030,0.898,0.809,0.594,0.414,0.222,0.099,0.062,0.057
Q86VY4,Testis-specific Y-encoded-like protein 5 OS=Homo sapiens GN=TSPYL5 PE=1 SV=2,TSPYL5,2,6,417,45.116,9.54,3,0.993,0.887,0.876,0.617,0.269,0.079,0.032,0.016,0.011,0.031
Q86W42,THO complex subunit 6 homolog OS=Homo sapiens GN=THOC6 PE=1 SV=1,THOC6,9,16,341,37.511,7.43,6,0.993,0.996,0.878,0.939,0.782,0.408,0.265,0.109,0.068,0.071
Q86W50,Methyltransferase-like protein 16 OS=Homo sapiens GN=METTL16 PE=1 SV=2,METTL16,1,2,562,63.581,7.85,1,0.993,1.051,0.937,0.780,0.609,0.400,0.158,0.085,0.088,0.047
Q86W56,Poly(ADP-ribose) glycohydrolase OS=Homo sapiens GN=PARG PE=1 SV=1,PARG,13,28,976,111.041,6.43,10,0.993,0.992,0.912,0.720,0.415,0.281,0.190,0.120,0.091,0.076
Q86W92,Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1 PE=1 SV=2,PPFIBP1,5,10,1011,113.952,5.55,3,0.993,0.947,0.875,0.775,0.623,0.405,0.267,0.147,0.113,0.115
Q86WA6,Valacyclovir hydrolase OS=Homo sapiens GN=BPHL PE=1 SV=1,BPHL,3,6,291,32.522,9.14,2,0.993,0.898,0.912,0.832,0.694,0.467,0.222,0.095,0.077,0.067
Q86WB0,Nuclear-interacting partner of ALK OS=Homo sapiens GN=ZC3HC1 PE=1 SV=1,ZC3HC1,11,39,502,55.226,5.62,18,0.993,0.957,0.843,0.598,0.270,0.155,0.075,0.045,0.030,0.042
Q86WJ1,Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens GN=CHD1L PE=1 SV=2,CHD1L,1,2,897,100.921,6.9,1,0.993,0.976,0.847,0.494,0.339,0.195,0.133,0.075,0.072,0.061
Q86WR0,Coiled-coil domain-containing protein 25 OS=Homo sapiens GN=CCDC25 PE=1 SV=2,CCDC25,10,32,208,24.463,6.8,7,0.993,0.945,0.929,0.713,0.333,0.202,0.120,0.076,0.066,0.077
Q86WR7,Proline and serine-rich protein 2 OS=Homo sapiens GN=PROSER2 PE=1 SV=2,PROSER2,4,23,435,45.774,7.2,7,0.993,0.928,0.886,0.754,0.523,0.285,0.217,0.122,0.097,0.075
Q86WV7,CCDC43 protein OS=Homo sapiens GN=CCDC43 PE=2 SV=1,CCDC43,8,30,227,25.548,4.92,14,0.993,1.018,0.960,0.916,0.823,0.637,0.495,0.367,0.245,0.173
Q86WX3,Active regulator of SIRT1 OS=Homo sapiens GN=RPS19BP1 PE=1 SV=1,RPS19BP1,2,4,136,15.424,10.74,2,0.993,1.033,0.905,0.792,0.633,0.417,0.296,0.147,0.107,0.064
Q86X27,Ras-specific guanine nucleotide-releasing factor RalGPS2 OS=Homo sapiens GN=RALGPS2 PE=1 SV=1,RALGPS2,1,2,583,65.126,8.73,1,0.993,0.860,0.883,0.728,0.568,0.337,0.137,0.073,0.092,0.049
Q86X29,Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens GN=LSR PE=1 SV=4,LSR,8,20,649,71.394,7.97,8,0.993,1.007,0.947,0.882,0.782,0.600,0.461,0.308,0.231,0.227
Q86X55,Histone-arginine methyltransferase CARM1 OS=Homo sapiens GN=CARM1 PE=1 SV=3,CARM1,15,59,608,65.811,6.73,21,0.993,0.993,0.952,0.902,0.823,0.632,0.545,0.345,0.124,0.075
Q86X76,Isoform 4 of Nitrilase homolog 1 OS=Homo sapiens GN=NIT1,NIT1,5,12,367,40.174,6.9,6,0.993,1.003,0.954,0.920,0.870,0.707,0.727,0.622,0.501,0.415
Q86XI2,Isoform 2 of Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2,NCAPG2,6,15,1156,132.111,6.77,4,0.993,0.935,0.863,0.620,0.326,0.180,0.159,0.090,0.068,0.062
Q86XP3,ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,DDX42,28,94,938,102.912,7.02,35,0.993,0.990,0.953,0.566,0.324,0.205,0.137,0.103,0.077,0.074
Q86XZ4,Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1,SPATS2,1,2,545,59.508,8.9,1,0.993,1.121,0.917,0.889,0.504,0.381,0.305,0.290,0.213,0.101
Q86Y56,HEAT repeat-containing protein 2 OS=Homo sapiens GN=HEATR2 PE=1 SV=4,HEATR2,19,52,855,93.462,6.42,20,0.993,0.962,0.691,0.436,0.295,0.247,0.163,0.118,0.106,0.073
Q86Y82,Syntaxin-12 OS=Homo sapiens GN=STX12 PE=1 SV=1,STX12,4,8,276,31.622,5.59,4,0.993,1.061,1.038,0.937,0.934,0.686,0.684,0.534,0.422,0.203
Q8IU81,Interferon regulatory factor 2-binding protein 1 OS=Homo sapiens GN=IRF2BP1 PE=1 SV=1,IRF2BP1,5,10,584,61.649,8.18,4,0.993,0.787,0.477,0.310,0.227,0.112,0.090,0.072,0.051,0.038
Q8IUD2,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1,ERC1,3,6,1116,128.008,5.97,3,0.993,1.022,0.795,0.626,0.482,0.318,0.170,0.132,0.092,0.101
Q8IUF8,Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA OS=Homo sapiens GN=MINA PE=1 SV=1,MINA,9,19,465,52.767,6.7,8,0.993,1.046,0.972,0.791,0.588,0.374,0.205,0.136,0.117,0.071
Q8IUI8,Cytokine receptor-like factor 3 OS=Homo sapiens GN=CRLF3 PE=1 SV=2,CRLF3,15,38,442,49.735,5.14,12,0.993,0.987,0.893,0.748,0.431,0.320,0.200,0.150,0.112,0.100
Q8IUQ4,Isoform 2 of E3 ubiquitin-protein ligase SIAH1 OS=Homo sapiens GN=SIAH1,SIAH1,2,4,313,34.605,7.78,2,0.993,1.024,0.864,0.894,0.774,0.387,0.431,0.332,0.182,0.087
Q8IUR0,Trafficking protein particle complex subunit 5 OS=Homo sapiens GN=TRAPPC5 PE=1 SV=1,TRAPPC5,5,13,188,20.77,9.66,4,0.993,0.945,0.835,0.675,0.431,0.244,0.121,0.080,0.056,0.058
Q8IUR7,Armadillo repeat-containing protein 8 OS=Homo sapiens GN=ARMC8 PE=1 SV=2,ARMC8,11,28,673,75.46,6.73,8,0.993,0.977,0.927,0.839,0.628,0.377,0.188,0.163,0.094,0.075
Q8IV08,Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1,PLD3,8,24,490,54.671,6.47,9,0.993,1.018,0.984,0.915,0.832,0.658,0.614,0.378,0.172,0.103
Q8IV38,Ankyrin repeat and MYND domain-containing protein 2 OS=Homo sapiens GN=ANKMY2 PE=1 SV=1,ANKMY2,10,33,441,49.267,6.25,14,0.993,0.936,0.913,0.789,0.476,0.211,0.087,0.067,0.053,0.053
Q8IV63,Inactive serine/threonine-protein kinase VRK3 OS=Homo sapiens GN=VRK3 PE=1 SV=2,VRK3,3,6,474,52.848,9.04,3,0.993,0.978,1.082,0.808,0.508,0.284,0.183,0.128,0.074,0.049
Q8IVD9,NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3,NUDCD3,19,58,361,40.797,5.25,23,0.993,0.964,0.893,0.656,0.348,0.203,0.117,0.084,0.079,0.060
Q8IVM0,Isoform 2 of Coiled-coil domain-containing protein 50 OS=Homo sapiens GN=CCDC50,CCDC50,10,35,482,56.305,8.21,16,0.993,1.051,0.962,0.886,0.794,0.613,0.526,0.445,0.346,0.282
Q8IVS2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens GN=MCAT PE=1 SV=2",MCAT,5,9,390,42.934,8.72,3,0.993,1.058,1.005,0.944,0.844,0.539,0.381,0.141,0.138,0.092
Q8IVW6,AT-rich interactive domain-containing protein 3B OS=Homo sapiens GN=ARID3B PE=1 SV=2,ARID3B,1,2,561,60.6,7.52,1,0.993,0.921,0.622,0.584,0.462,0.317,0.253,0.184,0.120,0.091
Q8IW35,Isoform 2 of Centrosomal protein of 97 kDa OS=Homo sapiens GN=CEP97,CEP97,2,5,891,99.846,5.08,2,0.993,0.961,0.882,0.692,0.369,0.136,0.114,0.084,0.056,0.023
Q8IW45,Isoform 2 of ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Homo sapiens GN=CARKD,CARKD,4,14,390,41.335,9.1,6,0.993,0.950,0.926,0.806,0.782,0.590,0.534,0.434,0.410,0.401
Q8IWB7,WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=WDFY1 PE=1 SV=1,WDFY1,11,23,410,46.293,7.33,7,0.993,1.056,1.079,1.099,0.985,0.738,0.482,0.287,0.127,0.081
Q8IWD4,Coiled-coil domain-containing protein 117 OS=Homo sapiens GN=CCDC117 PE=1 SV=1,CCDC117,6,13,279,30.522,5.07,7,0.993,1.026,0.995,0.990,0.840,0.569,0.382,0.460,0.338,0.314
Q8IWE5,Pleckstrin homology domain-containing family M member 2 OS=Homo sapiens GN=PLEKHM2 PE=1 SV=2,PLEKHM2,3,6,1019,112.709,4.93,2,0.993,1.109,0.894,0.750,0.539,0.378,0.269,0.123,0.116,0.113
Q8IWJ2,GRIP and coiled-coil domain-containing protein 2 OS=Homo sapiens GN=GCC2 PE=1 SV=4,GCC2,16,39,1684,195.789,5.14,14,0.993,0.995,0.891,0.684,0.486,0.341,0.205,0.135,0.113,0.107
Q8IWP9,Coiled-coil domain-containing protein 28A OS=Homo sapiens GN=CCDC28A PE=1 SV=1,CCDC28A,2,3,274,30.348,9.25,1,0.993,0.786,0.872,0.638,0.436,0.518,0.509,0.111,0.104,0.133
Q8IWR0,Zinc finger CCCH domain-containing protein 7A OS=Homo sapiens GN=ZC3H7A PE=1 SV=1,ZC3H7A,5,10,971,110.466,7.3,5,0.993,0.964,0.753,0.536,0.375,0.251,0.168,0.120,0.099,0.087
Q8IWT0,Protein archease OS=Homo sapiens GN=ZBTB8OS PE=1 SV=2,ZBTB8OS,3,6,167,19.478,4.49,4,0.993,0.925,0.931,0.887,0.727,0.427,0.211,0.116,0.087,0.083
Q8IWU2,Serine/threonine-protein kinase LMTK2 OS=Homo sapiens GN=LMTK2 PE=1 SV=2,LMTK2,2,4,1503,164.799,4.48,2,0.993,1.163,0.995,1.033,0.959,0.731,0.656,0.529,0.485,0.310
Q8IWV7,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens GN=UBR1 PE=1 SV=1,UBR1,5,10,1749,200.08,6.01,4,0.993,0.880,0.760,0.472,0.372,0.223,0.193,0.122,0.122,0.091
Q8IWV8,E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens GN=UBR2 PE=1 SV=1,UBR2,11,21,1755,200.408,6.24,10,0.993,0.967,0.778,0.454,0.268,0.138,0.091,0.064,0.047,0.054
Q8IWW6,Rho GTPase-activating protein 12 OS=Homo sapiens GN=ARHGAP12 PE=1 SV=1,ARHGAP12,3,6,846,96.196,7.61,3,0.993,1.012,0.963,0.813,0.536,0.364,0.250,0.156,0.123,0.117
Q8IWY9,Codanin-1 OS=Homo sapiens GN=CDAN1 PE=1 SV=4,CDAN1,9,18,1227,134.035,6.77,9,0.993,0.948,0.938,0.813,0.555,0.286,0.163,0.131,0.106,0.076
Q8IWZ3,Isoform 6 of Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1,ANKHD1,21,55,2617,277.004,5.86,10,0.993,0.940,0.733,0.499,0.332,0.246,0.163,0.143,0.087,0.092
Q8IWZ8,SURP and G-patch domain-containing protein 1 OS=Homo sapiens GN=SUGP1 PE=1 SV=2,SUGP1,10,19,645,72.425,7.61,6,0.993,0.984,0.825,0.620,0.430,0.299,0.155,0.111,0.087,0.055
Q8IX07,Zinc finger protein ZFPM1 OS=Homo sapiens GN=ZFPM1 PE=1 SV=2,ZFPM1,5,12,1006,104.822,7.87,5,0.993,0.947,0.747,0.529,0.424,0.338,0.177,0.143,0.111,0.092
Q8IX12,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2,CCAR1,21,63,1150,132.739,5.76,24,0.993,0.958,0.935,0.789,0.418,0.232,0.141,0.100,0.074,0.061
Q8IX18,Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens GN=DHX40 PE=1 SV=2,DHX40,2,4,779,88.504,8.65,2,0.993,0.950,0.960,0.636,0.280,0.107,0.060,0.041,0.038,0.035
Q8IX90,Spindle and kinetochore-associated protein 3 OS=Homo sapiens GN=SKA3 PE=1 SV=2,SKA3,13,31,412,46.33,5.11,15,0.993,0.920,0.683,0.499,0.365,0.295,0.165,0.137,0.100,0.099
Q8IXB1,DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2,DNAJC10,1,2,793,91.021,7.18,1,0.993,0.953,0.991,0.745,0.521,0.356,0.243,0.143,0.069,0.095
Q8IXH7,Negative elongation factor C/D OS=Homo sapiens GN=NELFCD PE=1 SV=2,NELFCD,8,16,590,66.204,5.1,6,0.993,0.945,0.684,0.328,0.233,0.141,0.081,0.048,0.060,0.056
Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens GN=SIRT2 PE=1 SV=2,SIRT2,6,10,389,43.154,5.36,6,0.993,1.009,0.936,0.862,0.618,0.387,0.193,0.134,0.086,0.081
Q8IXK0,Isoform 5 of Polyhomeotic-like protein 2 OS=Homo sapiens GN=PHC2,PHC2,1,2,859,90.756,8.69,1,0.993,0.940,1.049,0.765,0.622,0.398,0.258,0.163,0.192,0.161
Q8IXM3,"39S ribosomal protein L41, mitochondrial OS=Homo sapiens GN=MRPL41 PE=1 SV=1",MRPL41,4,9,137,15.373,9.57,4,0.993,0.874,0.845,0.696,0.503,0.252,0.160,0.113,0.108,0.082
