Accession,Description,GeneName,Peptides.MTX,PSMs.MTX,AAs.MTX,MW.kDA.MTX,pI.MTX,QuantifyingPSMs.MTX,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q7Z460,CLIP-associating protein 1 OS=Homo sapiens GN=CLASP1 PE=1 SV=1,CLASP1,20,48,1538,169.346,9.03,22,0.996,1.069,0.963,0.675,0.443,0.263,0.158,0.109,0.092,0.083
Q7Z478,ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2,DHX29,17,48,1369,155.139,8.09,19,0.996,1.073,1.054,0.997,0.791,0.486,0.265,0.149,0.135,0.110
Q7Z4H3,HD domain-containing protein 2 OS=Homo sapiens GN=HDDC2 PE=1 SV=1,HDDC2,10,91,204,23.376,5.49,32,0.996,0.934,0.992,0.911,0.854,0.674,0.560,0.462,0.272,0.162
Q7Z4H7,HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2,HAUS6,6,12,955,108.553,6.47,5,0.996,0.994,0.909,0.635,0.450,0.290,0.198,0.154,0.103,0.089
Q7Z4H8,KDEL motif-containing protein 2 OS=Homo sapiens GN=KDELC2 PE=1 SV=2,KDELC2,7,16,507,58.535,8.24,5,0.996,0.939,0.993,0.848,0.689,0.379,0.223,0.151,0.130,0.117
Q7Z4Q2,HEAT repeat-containing protein 3 OS=Homo sapiens GN=HEATR3 PE=1 SV=2,HEATR3,2,4,680,74.535,5.11,2,0.996,1.293,0.744,0.543,0.221,0.408,0.070,0.102,0.045,0.054
Q7Z4V5,Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens GN=HDGFRP2 PE=1 SV=1,HDGFRP2,10,71,671,74.272,7.49,13,0.996,1.015,0.959,0.805,0.651,0.476,0.375,0.274,0.241,0.193
Q7Z4W1,L-xylulose reductase OS=Homo sapiens GN=DCXR PE=1 SV=2,DCXR,12,70,244,25.897,8.1,28,0.996,1.003,0.986,0.965,0.936,0.807,0.680,0.475,0.269,0.097
Q7Z569,BRCA1-associated protein OS=Homo sapiens GN=BRAP PE=1 SV=2,BRAP,19,47,592,67.261,5.92,22,0.996,0.978,0.896,0.721,0.448,0.307,0.148,0.100,0.102,0.091
Q7Z5K2,Isoform 3 of Wings apart-like protein homolog OS=Homo sapiens GN=WAPAL,WAPAL,29,73,1275,142.436,6.06,33,0.996,1.004,0.889,0.635,0.445,0.333,0.232,0.158,0.108,0.094
Q7Z5L9,Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens GN=IRF2BP2 PE=1 SV=2,IRF2BP2,10,27,587,60.987,8.69,7,0.996,1.013,0.835,0.802,0.714,0.570,0.492,0.410,0.299,0.273
Q7Z5R6,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Homo sapiens GN=APBB1IP PE=1 SV=1,APBB1IP,1,5,666,73.137,5.59,1,0.996,0.923,1.008,0.798,1.047,0.869,0.967,0.904,0.756,0.389
Q7Z6B0,Coiled-coil domain-containing protein 91 OS=Homo sapiens GN=CCDC91 PE=1 SV=2,CCDC91,7,13,441,49.941,5.07,6,0.996,1.010,0.981,0.927,0.746,0.586,0.291,0.225,0.225,0.166
Q7Z6E9,E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens GN=RBBP6 PE=1 SV=1,RBBP6,20,43,1792,201.442,9.64,22,0.996,1.010,0.916,0.846,0.712,0.529,0.409,0.288,0.178,0.144
Q7Z6J8,E3 ubiquitin-protein ligase E3D OS=Homo sapiens GN=UBE3D PE=1 SV=2,UBE3D,4,8,389,43.628,8.13,4,0.996,1.055,0.959,0.856,0.769,0.626,0.425,0.288,0.215,0.178
Q7Z6K3,Protein prenyltransferase alpha subunit repeat-containing protein 1 OS=Homo sapiens GN=PTAR1 PE=2 SV=2,PTAR1,3,5,402,46.376,6.99,2,0.996,0.998,0.924,0.774,0.724,0.553,0.365,0.176,0.105,0.089
Q7Z6M1,Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1,RABEPK,18,42,372,40.539,6.25,20,0.996,1.002,1.023,1.014,0.883,0.716,0.560,0.408,0.308,0.208
Q7Z6M4,mTERF domain-containing protein 2 OS=Homo sapiens GN=MTERFD2 PE=1 SV=3,MTERFD2,1,2,381,43.93,4.82,1,0.996,0.790,0.787,0.625,0.516,0.307,0.354,0.303,0.350,0.299
Q7Z6V5,tRNA-specific adenosine deaminase 2 OS=Homo sapiens GN=ADAT2 PE=1 SV=1,ADAT2,2,4,191,21.032,6.74,2,0.996,1.037,0.983,0.904,0.730,0.558,0.374,0.231,0.164,0.137
Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,HUWE1,56,152,4374,481.589,5.22,59,0.996,0.987,0.986,0.914,0.788,0.490,0.253,0.176,0.128,0.108
Q7Z739,YTH domain family protein 3 OS=Homo sapiens GN=YTHDF3 PE=1 SV=1,YTHDF3,15,37,585,63.822,9.04,12,0.996,0.983,1.010,0.969,0.870,0.550,0.313,0.188,0.110,0.088
Q7Z7A3,Cytoplasmic tRNA 2-thiolation protein 1 OS=Homo sapiens GN=CTU1 PE=1 SV=1,CTU1,7,20,348,36.427,9.2,7,0.996,0.952,0.947,0.875,0.747,0.443,0.264,0.175,0.129,0.084
Q7Z7C8,Isoform 2 of Transcription initiation factor TFIID subunit 8 OS=Homo sapiens GN=TAF8,TAF8,6,18,311,34.414,6.25,9,0.996,0.962,0.970,0.836,0.683,0.494,0.270,0.123,0.095,0.077
Q7Z7E8,Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens GN=UBE2Q1 PE=1 SV=1,UBE2Q1,4,8,422,46.098,5.1,2,0.996,0.971,0.899,0.723,0.490,0.268,0.152,0.093,0.083,0.093
Q7Z7F0,UPF0469 protein KIAA0907 OS=Homo sapiens GN=KIAA0907 PE=1 SV=1,KIAA0907,2,6,614,64.805,8.73,2,0.996,0.904,0.867,0.876,0.427,0.193,0.093,0.049,0.025,0.036
Q7Z7F7,"Isoform 2 of 39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55",MRPL55,2,4,164,18.891,10.99,2,0.996,0.872,1.165,0.963,0.845,0.352,0.220,0.112,0.106,0.080
Q7Z7G8,Vacuolar protein sorting-associated protein 13B OS=Homo sapiens GN=VPS13B PE=1 SV=2,VPS13B,2,4,4022,448.378,6.46,2,0.996,1.042,0.876,1.131,1.059,0.877,0.980,0.877,0.856,0.883
Q7Z7H8,"Isoform 2 of 39S ribosomal protein L10, mitochondrial OS=Homo sapiens GN=MRPL10",MRPL10,4,8,271,30.288,9.25,2,0.996,0.908,0.853,0.791,0.570,0.391,0.236,0.168,0.144,0.079
Q7Z7L7,Protein zer-1 homolog OS=Homo sapiens GN=ZER1 PE=1 SV=1,ZER1,3,6,766,88.113,5.62,2,0.996,1.101,1.049,0.827,0.699,0.541,0.246,0.182,0.155,0.161
Q86SX6,"Glutaredoxin-related protein 5, mitochondrial OS=Homo sapiens GN=GLRX5 PE=1 SV=2",GLRX5,4,14,157,16.618,6.79,7,0.996,0.899,0.957,0.903,0.791,0.625,0.466,0.249,0.174,0.150
Q86SZ2,Trafficking protein particle complex subunit 6B OS=Homo sapiens GN=TRAPPC6B PE=1 SV=1,TRAPPC6B,7,16,158,17.971,8.68,4,0.996,0.962,0.930,0.952,0.867,0.649,0.549,0.215,0.101,0.060
Q86TA1,MOB kinase activator 3B OS=Homo sapiens GN=MOB3B PE=1 SV=2,MOB3B,3,13,216,25.447,8.43,7,0.996,1.015,1.010,0.818,0.343,0.166,0.071,0.035,0.036,0.044
Q86TB9,Protein PAT1 homolog 1 OS=Homo sapiens GN=PATL1 PE=1 SV=2,PATL1,3,6,770,86.796,6.67,2,0.996,1.093,0.990,0.842,0.666,0.487,0.309,0.227,0.129,0.105
Q86TI2,Dipeptidyl peptidase 9 OS=Homo sapiens GN=DPP9 PE=1 SV=3,DPP9,11,29,892,101.605,6.64,10,0.996,0.966,0.945,0.874,0.643,0.329,0.172,0.108,0.097,0.085
Q86TP1,Protein prune homolog OS=Homo sapiens GN=PRUNE PE=1 SV=2,PRUNE,7,16,453,50.168,5.5,4,0.996,1.058,0.967,0.808,0.509,0.388,0.206,0.165,0.115,0.094
Q86TU7,Histone-lysine N-methyltransferase setd3 OS=Homo sapiens GN=SETD3 PE=1 SV=1,SETD3,9,22,594,67.215,5.96,11,0.996,0.979,0.998,1.002,0.876,0.630,0.326,0.152,0.106,0.083
Q86U28,"Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Homo sapiens GN=ISCA2 PE=1 SV=2",ISCA2,2,6,154,16.466,5.25,1,0.996,1.033,0.926,0.936,0.884,0.640,0.343,0.185,0.137,0.146
Q86U44,N6-adenosine-methyltransferase 70 kDa subunit OS=Homo sapiens GN=METTL3 PE=1 SV=2,METTL3,11,30,580,64.433,6.42,11,0.996,1.054,0.950,0.915,0.812,0.636,0.299,0.183,0.134,0.116
Q86U70,LIM domain-binding protein 1 OS=Homo sapiens GN=LDB1 PE=1 SV=2,LDB1,7,18,411,46.502,6.96,8,0.996,0.976,0.977,0.889,0.692,0.685,0.559,0.504,0.380,0.419
Q86U90,"YrdC domain-containing protein, mitochondrial OS=Homo sapiens GN=YRDC PE=1 SV=1",YRDC,3,18,279,29.309,8.57,8,0.996,1.027,0.949,0.842,0.672,0.429,0.190,0.117,0.100,0.089
Q86UA1,Pre-mRNA-processing factor 39 OS=Homo sapiens GN=PRPF39 PE=1 SV=3,PRPF39,6,10,669,78.381,5.4,4,0.996,0.995,0.798,0.498,0.378,0.287,0.190,0.171,0.131,0.112
Q86UE4,Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2,MTDH,27,139,582,63.799,9.32,51,0.996,0.988,0.997,1.160,1.273,1.088,1.191,1.026,0.617,0.252
Q86UE8,Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens GN=TLK2 PE=1 SV=2,TLK2,15,42,772,87.606,8.41,9,0.996,1.003,0.967,0.851,0.685,0.457,0.230,0.123,0.103,0.108
Q86UK5,Limbin OS=Homo sapiens GN=EVC2 PE=1 SV=1,EVC2,1,2,1308,147.856,6.96,1,0.996,1.186,1.163,0.955,0.983,0.884,0.727,0.676,0.433,0.217
Q86UK7,Zinc finger protein 598 OS=Homo sapiens GN=ZNF598 PE=1 SV=1,ZNF598,18,39,904,98.575,8.4,15,0.996,1.011,0.965,0.766,0.464,0.296,0.201,0.135,0.122,0.130
Q86UP2,Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1,KTN1,60,174,1357,156.179,5.64,59,0.996,1.029,0.984,0.831,0.579,0.413,0.282,0.181,0.140,0.103
Q86UQ4,ATP-binding cassette sub-family A member 13 OS=Homo sapiens GN=ABCA13 PE=2 SV=3,ABCA13,1,2,5058,575.791,6.46,1,0.996,0.988,1.066,0.760,0.680,0.505,0.338,0.223,0.197,0.208
Q86UU0,B-cell CLL/lymphoma 9-like protein OS=Homo sapiens GN=BCL9L PE=1 SV=1,BCL9L,12,25,1499,157.027,8.63,13,0.996,0.949,0.990,0.963,0.977,0.811,0.717,0.579,0.452,0.420
Q86UU1,Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1,PHLDB1,14,34,1377,151.068,8.63,6,0.996,0.922,0.968,0.721,0.650,0.458,0.327,0.303,0.238,0.156
Q86UV5,Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens GN=USP48 PE=1 SV=1,USP48,21,50,1035,118.956,6.05,18,0.996,0.960,0.796,0.394,0.254,0.157,0.108,0.051,0.057,0.051
Q86UW9,Probable E3 ubiquitin-protein ligase DTX2 OS=Homo sapiens GN=DTX2 PE=1 SV=3,DTX2,2,4,622,67.203,8.47,2,0.996,0.862,0.410,0.169,0.120,0.069,0.052,0.017,0.039,0.030
Q86UX7,Fermitin family homolog 3 OS=Homo sapiens GN=FERMT3 PE=1 SV=1,FERMT3,37,148,667,75.905,6.98,53,0.996,0.980,0.970,0.868,0.609,0.312,0.194,0.100,0.082,0.072
Q86UY5,Protein FAM83A OS=Homo sapiens GN=FAM83A PE=1 SV=1,FAM83A,4,8,434,47.428,8.82,4,0.996,1.064,0.957,0.808,0.575,0.405,0.163,0.126,0.101,0.085
Q86UY8,5'-nucleotidase domain-containing protein 3 OS=Homo sapiens GN=NT5DC3 PE=2 SV=1,NT5DC3,1,2,548,63.379,8.31,1,0.996,1.004,0.941,0.949,0.943,0.792,0.598,0.389,0.283,0.225
Q86V48,Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 PE=1 SV=2,LUZP1,17,44,1076,120.202,8.5,18,0.996,1.091,0.959,0.857,0.593,0.413,0.247,0.188,0.125,0.118
Q86VI3,Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens GN=IQGAP3 PE=1 SV=2,IQGAP3,6,20,1631,184.584,7.65,3,0.996,1.134,0.839,0.536,0.383,0.271,0.145,0.101,0.078,0.097
Q86VN1,Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens GN=VPS36 PE=1 SV=1,VPS36,12,24,386,43.789,7.2,11,0.996,1.019,0.953,0.956,0.752,0.499,0.237,0.137,0.104,0.104
Q86VP6,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2,CAND1,62,369,1230,136.289,5.78,135,0.996,0.968,0.989,0.997,0.974,0.728,0.682,0.466,0.176,0.095
Q86VQ1,Glucocorticoid-induced transcript 1 protein OS=Homo sapiens GN=GLCCI1 PE=1 SV=1,GLCCI1,15,40,547,57.988,9.44,20,0.996,0.993,0.917,0.905,0.811,0.609,0.522,0.364,0.279,0.223
Q86VS8,Protein Hook homolog 3 OS=Homo sapiens GN=HOOK3 PE=1 SV=2,HOOK3,6,14,718,83.074,5.17,5,0.996,1.028,0.918,0.779,0.617,0.465,0.290,0.217,0.159,0.138
Q86VX2,COMM domain-containing protein 7 OS=Homo sapiens GN=COMMD7 PE=1 SV=2,COMMD7,3,6,200,22.526,5.92,3,0.996,0.970,0.926,0.909,0.691,0.507,0.293,0.133,0.083,0.078
Q86VY4,Testis-specific Y-encoded-like protein 5 OS=Homo sapiens GN=TSPYL5 PE=1 SV=2,TSPYL5,3,6,417,45.116,9.54,3,0.996,1.035,0.969,0.693,0.387,0.157,0.090,0.060,0.046,0.077
Q86W42,THO complex subunit 6 homolog OS=Homo sapiens GN=THOC6 PE=1 SV=1,THOC6,3,10,341,37.511,7.43,3,0.996,1.016,0.998,0.852,0.758,0.523,0.318,0.214,0.132,0.102
Q86W50,Methyltransferase-like protein 16 OS=Homo sapiens GN=METTL16 PE=1 SV=2,METTL16,3,6,562,63.581,7.85,3,0.996,1.139,1.001,0.790,0.541,0.386,0.170,0.084,0.086,0.066
Q86W56,Poly(ADP-ribose) glycohydrolase OS=Homo sapiens GN=PARG PE=1 SV=1,PARG,3,6,976,111.041,6.43,2,0.996,0.928,0.956,0.790,0.449,0.254,0.167,0.089,0.080,0.058
Q86W92,Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1 PE=1 SV=2,PPFIBP1,5,15,1011,113.952,5.55,5,0.996,0.928,0.997,0.929,0.610,0.784,0.263,0.240,0.138,0.150
Q86WA6,Valacyclovir hydrolase OS=Homo sapiens GN=BPHL PE=1 SV=1,BPHL,1,2,291,32.522,9.14,1,0.996,0.898,0.979,0.817,1.026,0.705,0.494,0.386,0.340,0.406
Q86WB0,Nuclear-interacting partner of ALK OS=Homo sapiens GN=ZC3HC1 PE=1 SV=1,ZC3HC1,16,47,502,55.226,5.62,18,0.996,0.992,0.871,0.650,0.296,0.190,0.113,0.082,0.072,0.070
Q86WJ1,Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens GN=CHD1L PE=1 SV=2,CHD1L,11,24,897,100.921,6.9,8,0.996,0.938,0.670,0.377,0.280,0.164,0.121,0.075,0.070,0.070
Q86WR0,Coiled-coil domain-containing protein 25 OS=Homo sapiens GN=CCDC25 PE=1 SV=2,CCDC25,11,22,208,24.463,6.8,11,0.996,0.966,0.924,0.831,0.516,0.269,0.167,0.126,0.088,0.077
Q86WR7,Proline and serine-rich protein 2 OS=Homo sapiens GN=PROSER2 PE=1 SV=2,PROSER2,6,22,435,45.774,7.2,9,0.996,0.998,0.956,0.795,0.642,0.354,0.254,0.176,0.120,0.105
Q86WV7,CCDC43 protein OS=Homo sapiens GN=CCDC43 PE=2 SV=1,CCDC43,10,44,227,25.548,4.92,14,0.996,0.991,1.004,0.983,0.929,0.737,0.661,0.461,0.316,0.259
Q86WX3,Active regulator of SIRT1 OS=Homo sapiens GN=RPS19BP1 PE=1 SV=1,RPS19BP1,1,2,136,15.424,10.74,1,0.996,1.078,1.071,0.806,0.631,0.474,0.293,0.208,0.103,0.079
Q86X27,Ras-specific guanine nucleotide-releasing factor RalGPS2 OS=Homo sapiens GN=RALGPS2 PE=1 SV=1,RALGPS2,4,8,583,65.126,8.73,4,0.996,0.874,1.027,0.888,0.687,0.370,0.286,0.193,0.133,0.119
Q86X29,Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens GN=LSR PE=1 SV=4,LSR,6,12,649,71.394,7.97,4,0.996,1.027,0.831,0.912,0.723,0.822,0.475,0.379,0.285,0.186
Q86X55,Histone-arginine methyltransferase CARM1 OS=Homo sapiens GN=CARM1 PE=1 SV=3,CARM1,13,52,608,65.811,6.73,15,0.996,1.017,0.961,0.966,0.900,0.740,0.619,0.416,0.177,0.124
Q86X76,Isoform 4 of Nitrilase homolog 1 OS=Homo sapiens GN=NIT1,NIT1,15,39,327,35.873,7.74,12,0.996,1.014,0.974,0.948,0.909,0.774,0.619,0.514,0.387,0.358
Q86XI2,Isoform 2 of Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2,NCAPG2,7,22,1156,132.111,6.77,6,0.996,1.004,0.850,0.607,0.351,0.235,0.190,0.116,0.085,0.079
Q86XP3,ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,DDX42,38,118,938,102.912,7.02,42,0.996,0.998,0.947,0.506,0.342,0.231,0.188,0.134,0.098,0.085
Q86XZ4,Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1,SPATS2,5,10,545,59.508,8.9,5,0.996,1.036,1.011,0.918,0.722,0.488,0.330,0.233,0.188,0.153
Q86Y56,HEAT repeat-containing protein 2 OS=Homo sapiens GN=HEATR2 PE=1 SV=4,HEATR2,21,48,855,93.462,6.42,22,0.996,0.986,0.743,0.483,0.353,0.260,0.164,0.128,0.100,0.095
Q86Y82,Syntaxin-12 OS=Homo sapiens GN=STX12 PE=1 SV=1,STX12,9,23,276,31.622,5.59,8,0.996,1.030,1.004,0.984,0.897,0.729,0.679,0.565,0.483,0.278
Q8IU81,Interferon regulatory factor 2-binding protein 1 OS=Homo sapiens GN=IRF2BP1 PE=1 SV=1,IRF2BP1,7,15,584,61.649,8.18,5,0.996,0.896,0.623,0.394,0.382,0.259,0.204,0.149,0.097,0.094
Q8IUD2,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1,ERC1,7,14,1116,128.008,5.97,5,0.996,1.030,0.897,0.645,0.477,0.339,0.217,0.132,0.110,0.085
Q8IUF8,Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA OS=Homo sapiens GN=MINA PE=1 SV=1,MINA,7,13,465,52.767,6.7,5,0.996,0.966,0.904,0.854,0.626,0.374,0.203,0.137,0.101,0.104
Q8IUI8,Cytokine receptor-like factor 3 OS=Homo sapiens GN=CRLF3 PE=1 SV=2,CRLF3,15,46,442,49.735,5.14,16,0.996,1.042,0.999,0.886,0.552,0.383,0.264,0.151,0.137,0.106
Q8IUQ4,Isoform 2 of E3 ubiquitin-protein ligase SIAH1 OS=Homo sapiens GN=SIAH1,SIAH1,4,8,313,34.605,7.78,4,0.996,0.947,0.979,0.977,0.853,0.560,0.492,0.371,0.249,0.147
Q8IUR0,Trafficking protein particle complex subunit 5 OS=Homo sapiens GN=TRAPPC5 PE=1 SV=1,TRAPPC5,8,20,188,20.77,9.66,7,0.996,1.001,0.957,0.839,0.598,0.445,0.260,0.171,0.114,0.093
Q8IUR7,Armadillo repeat-containing protein 8 OS=Homo sapiens GN=ARMC8 PE=1 SV=2,ARMC8,13,30,673,75.46,6.73,12,0.996,0.974,0.943,0.876,0.642,0.406,0.196,0.111,0.066,0.062
Q8IV08,Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1,PLD3,12,44,490,54.671,6.47,12,0.996,0.961,1.001,1.023,1.041,0.911,0.827,0.601,0.300,0.156
Q8IV38,Ankyrin repeat and MYND domain-containing protein 2 OS=Homo sapiens GN=ANKMY2 PE=1 SV=1,ANKMY2,16,42,441,49.267,6.25,17,0.996,0.966,0.985,0.877,0.623,0.338,0.172,0.120,0.095,0.078
Q8IV63,Inactive serine/threonine-protein kinase VRK3 OS=Homo sapiens GN=VRK3 PE=1 SV=2,VRK3,3,6,474,52.848,9.04,2,0.996,0.983,1.342,1.209,0.749,0.474,0.406,0.300,0.188,0.123
Q8IVD9,NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3,NUDCD3,22,61,361,40.797,5.25,24,0.996,1.000,0.980,0.792,0.541,0.362,0.226,0.139,0.115,0.101
Q8IVM0,Isoform 2 of Coiled-coil domain-containing protein 50 OS=Homo sapiens GN=CCDC50,CCDC50,15,40,482,56.305,8.21,14,0.996,1.043,0.965,1.009,0.892,0.688,0.642,0.512,0.383,0.334
Q8IVS2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens GN=MCAT PE=1 SV=2",MCAT,7,14,390,42.934,8.72,7,0.996,0.987,0.937,1.024,1.056,0.778,0.590,0.369,0.208,0.150
Q8IVW6,AT-rich interactive domain-containing protein 3B OS=Homo sapiens GN=ARID3B PE=1 SV=2,ARID3B,2,3,561,60.6,7.52,2,0.996,0.824,0.861,0.702,0.758,0.475,0.574,0.386,0.344,0.258
Q8IW35,Isoform 2 of Centrosomal protein of 97 kDa OS=Homo sapiens GN=CEP97,CEP97,5,19,891,99.846,5.08,7,0.996,1.009,0.970,0.748,0.477,0.246,0.166,0.128,0.074,0.061
Q8IW45,Isoform 2 of ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Homo sapiens GN=CARKD,CARKD,7,22,390,41.335,9.1,7,0.996,1.003,0.956,0.948,0.875,0.782,0.712,0.639,0.573,0.531
Q8IWB7,WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=WDFY1 PE=1 SV=1,WDFY1,10,25,410,46.293,7.33,11,0.996,1.072,1.066,1.038,0.900,0.656,0.448,0.330,0.179,0.128
Q8IWD4,Coiled-coil domain-containing protein 117 OS=Homo sapiens GN=CCDC117 PE=1 SV=1,CCDC117,8,21,279,30.522,5.07,10,0.996,0.998,0.921,0.965,0.827,0.611,0.359,0.373,0.392,0.426
Q8IWE5,Pleckstrin homology domain-containing family M member 2 OS=Homo sapiens GN=PLEKHM2 PE=1 SV=2,PLEKHM2,8,20,1019,112.709,4.93,9,0.996,0.959,1.041,0.910,0.770,0.507,0.320,0.201,0.186,0.154
Q8IWJ2,GRIP and coiled-coil domain-containing protein 2 OS=Homo sapiens GN=GCC2 PE=1 SV=4,GCC2,33,69,1684,195.789,5.14,29,0.996,1.042,0.938,0.687,0.489,0.349,0.210,0.131,0.114,0.100
Q8IWP9,Coiled-coil domain-containing protein 28A OS=Homo sapiens GN=CCDC28A PE=1 SV=1,CCDC28A,2,6,274,30.348,9.25,3,0.996,0.921,0.966,0.792,0.729,0.560,0.354,0.332,0.177,0.165
Q8IWR0,Zinc finger CCCH domain-containing protein 7A OS=Homo sapiens GN=ZC3H7A PE=1 SV=1,ZC3H7A,3,6,971,110.466,7.3,3,0.996,1.287,0.849,0.673,0.500,0.509,0.233,0.178,0.144,0.138
Q8IWT0,Protein archease OS=Homo sapiens GN=ZBTB8OS PE=1 SV=2,ZBTB8OS,8,18,167,19.478,4.49,7,0.996,1.008,0.980,0.946,0.810,0.578,0.252,0.109,0.089,0.084
Q8IWU2,Serine/threonine-protein kinase LMTK2 OS=Homo sapiens GN=LMTK2 PE=1 SV=2,LMTK2,2,4,1503,164.799,4.48,2,0.996,0.968,0.935,0.927,0.883,0.602,0.619,0.529,0.355,0.228
Q8IWV7,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens GN=UBR1 PE=1 SV=1,UBR1,19,45,1749,200.08,6.01,19,0.996,0.953,0.846,0.566,0.411,0.271,0.149,0.097,0.093,0.075
Q8IWV8,E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens GN=UBR2 PE=1 SV=1,UBR2,4,8,1755,200.408,6.24,3,0.996,1.012,0.842,0.576,0.343,0.250,0.160,0.123,0.094,0.091
Q8IWW6,Rho GTPase-activating protein 12 OS=Homo sapiens GN=ARHGAP12 PE=1 SV=1,ARHGAP12,2,6,846,96.196,7.61,2,0.996,0.926,0.918,0.798,0.552,0.329,0.218,0.159,0.137,0.096
Q8IWY9,Codanin-1 OS=Homo sapiens GN=CDAN1 PE=1 SV=4,CDAN1,13,29,1227,134.035,6.77,13,0.996,1.019,0.912,0.815,0.556,0.348,0.199,0.133,0.104,0.106
Q8IWZ3,Isoform 6 of Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1,ANKHD1,29,71,2617,277.004,5.86,20,0.996,0.959,0.811,0.580,0.426,0.331,0.214,0.139,0.132,0.110
Q8IWZ8,SURP and G-patch domain-containing protein 1 OS=Homo sapiens GN=SUGP1 PE=1 SV=2,SUGP1,7,17,645,72.425,7.61,6,0.996,1.012,0.878,0.749,0.523,0.447,0.237,0.182,0.106,0.100
Q8IX07,Zinc finger protein ZFPM1 OS=Homo sapiens GN=ZFPM1 PE=1 SV=2,ZFPM1,12,24,1006,104.822,7.87,11,0.996,0.932,0.752,0.560,0.413,0.240,0.157,0.095,0.100,0.102
Q8IX12,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2,CCAR1,28,90,1150,132.739,5.76,34,0.996,1.012,1.036,1.013,0.646,0.344,0.183,0.117,0.070,0.072
Q8IX18,Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens GN=DHX40 PE=1 SV=2,DHX40,3,8,779,88.504,8.65,4,0.996,0.949,0.989,0.866,0.467,0.308,0.132,0.114,0.080,0.076
Q8IX90,Spindle and kinetochore-associated protein 3 OS=Homo sapiens GN=SKA3 PE=1 SV=2,SKA3,15,36,412,46.33,5.11,16,0.996,0.992,0.695,0.483,0.420,0.296,0.230,0.187,0.142,0.146
Q8IXB1,DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2,DNAJC10,4,7,793,91.021,7.18,3,0.996,0.949,0.881,0.739,0.723,0.557,0.371,0.201,0.167,0.156
Q8IXH7,Negative elongation factor C/D OS=Homo sapiens GN=NELFCD PE=1 SV=2,NELFCD,8,18,590,66.204,5.1,7,0.996,1.023,0.790,0.477,0.424,0.290,0.220,0.188,0.174,0.114
Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens GN=SIRT2 PE=1 SV=2,SIRT2,9,18,389,43.154,5.36,9,0.996,1.034,0.955,0.937,0.780,0.463,0.225,0.129,0.116,0.090
Q8IXK0,Isoform 5 of Polyhomeotic-like protein 2 OS=Homo sapiens GN=PHC2,PHC2,4,10,859,90.756,8.69,4,0.996,1.065,0.893,0.735,0.532,0.392,0.253,0.164,0.134,0.128
